,smiles,bond_index,ref,preprocessor_class,mol_id,predicted
284,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=CC(C)C(CC[C@H]3C[C@H](O)CC(=O)O3)C21,31,98.72,6.0,26,100.30659
285,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=CC(C)C(CC[C@H]3C[C@H](O)CC(=O)O3)C21,32,98.72,6.0,26,100.30659
286,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=CC(C)C(CC[C@H]3C[C@H](O)CC(=O)O3)C21,47,108.62,6.0,26,109.36153
287,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=CC(C)C(CC[C@H]3C[C@H](O)CC(=O)O3)C21,33,98.72,6.0,26,100.30659
288,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=CC(C)C(CC[C@H]3C[C@H](O)CC(=O)O3)C21,60,98.04,6.0,26,99.665955
289,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=CC(C)C(CC[C@H]3C[C@H](O)CC(=O)O3)C21,50,77.09,6.0,26,78.048645
290,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=CC(C)C(CC[C@H]3C[C@H](O)CC(=O)O3)C21,40,97.15,6.0,26,97.03489
291,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=CC(C)C(CC[C@H]3C[C@H](O)CC(=O)O3)C21,57,97.15,6.0,26,98.11299
292,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=CC(C)C(CC[C@H]3C[C@H](O)CC(=O)O3)C21,49,108.6,6.0,26,108.89124
293,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,33,89.9,6.0,27,89.44774
294,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,38,97.75,6.0,27,93.1351
295,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,46,98.96,6.0,27,96.312775
296,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,47,98.96,6.0,27,96.312775
297,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,28,96.29,6.0,27,96.28753
298,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,34,89.9,6.0,27,89.44774
299,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,39,85.32,6.0,27,85.81395
300,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,31,111.53,6.0,27,111.51933
301,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,35,99.38,6.0,27,98.13516
302,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,27,96.29,6.0,27,96.28753
303,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,29,96.29,6.0,27,96.28753
304,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,40,85.32,6.0,27,85.81395
305,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,36,99.38,6.0,27,98.13516
306,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,41,91.45,6.0,27,92.165146
307,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,43,91.45,6.0,27,92.165146
308,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,42,91.45,6.0,27,92.165146
309,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,30,110.43,6.0,27,111.54649
310,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,34,113.15,6.0,28,113.877655
311,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,32,97.26,6.0,28,96.7541
312,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,33,97.26,6.0,28,96.7541
313,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,38,93.32,6.0,28,92.3474
314,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,53,96.32,6.0,28,96.43585
315,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,54,96.32,6.0,28,96.43585
316,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,55,96.32,6.0,28,96.43585
317,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,43,97.28,6.0,28,97.06172
318,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,45,93.23,6.0,28,92.790436
319,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,37,93.32,6.0,28,92.3474
320,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,36,91.38,6.0,28,93.407974
321,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,39,85.38,6.0,28,86.74759
322,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,47,93.32,6.0,28,92.3474
323,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,42,97.28,6.0,28,97.06172
324,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,48,91.38,6.0,28,93.407974
325,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,35,91.38,6.0,28,93.407974
326,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,49,91.38,6.0,28,93.407974
327,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,40,98.7,6.0,28,97.4784
328,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,46,93.32,6.0,28,92.3474
329,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,44,93.23,6.0,28,92.790436
330,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,52,109.22,6.0,28,109.25473
331,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,41,98.7,6.0,28,97.4784
332,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,31,97.26,6.0,28,96.7541
333,Cc1cccc(C)c1OCC(C)N,18,111.08,6.0,29,111.03297
334,Cc1cccc(C)c1OCC(C)N,22,94.97,6.0,29,94.82982
335,Cc1cccc(C)c1OCC(C)N,15,89.62,6.0,29,89.742355
336,Cc1cccc(C)c1OCC(C)N,14,89.62,6.0,29,89.742355
337,Cc1cccc(C)c1OCC(C)N,13,89.62,6.0,29,89.742355
338,Cc1cccc(C)c1OCC(C)N,23,94.97,6.0,29,94.82982
339,Cc1cccc(C)c1OCC(C)N,21,89.62,6.0,29,89.742355
340,Cc1cccc(C)c1OCC(C)N,27,100.78,6.0,29,101.07292
341,Cc1cccc(C)c1OCC(C)N,17,111.24,6.0,29,111.537476
342,Cc1cccc(C)c1OCC(C)N,26,100.78,6.0,29,101.07292
343,Cc1cccc(C)c1OCC(C)N,16,111.08,6.0,29,111.03297
344,Cc1cccc(C)c1OCC(C)N,20,89.62,6.0,29,89.742355
345,Cc1cccc(C)c1OCC(C)N,25,100.78,6.0,29,101.07292
346,Cc1cccc(C)c1OCC(C)N,19,89.62,6.0,29,89.742355
347,Cc1cccc(C)c1OCC(C)N,24,89.95,6.0,29,89.122696
348,COCCc1ccc(OCC(O)CNC(C)C)cc1,32,89.19,6.0,30,90.86089
349,COCCc1ccc(OCC(O)CNC(C)C)cc1,33,89.19,6.0,30,90.86089
350,COCCc1ccc(OCC(O)CNC(C)C)cc1,24,88.42,6.0,30,88.191795
351,COCCc1ccc(OCC(O)CNC(C)C)cc1,30,94.0,6.0,30,92.497986
352,COCCc1ccc(OCC(O)CNC(C)C)cc1,22,93.71,6.0,30,93.73244
353,COCCc1ccc(OCC(O)CNC(C)C)cc1,42,112.88,6.0,30,112.3208
354,COCCc1ccc(OCC(O)CNC(C)C)cc1,39,100.25,6.0,30,100.429924
355,COCCc1ccc(OCC(O)CNC(C)C)cc1,25,88.42,6.0,30,88.191795
356,COCCc1ccc(OCC(O)CNC(C)C)cc1,36,100.25,6.0,30,100.429924
357,COCCc1ccc(OCC(O)CNC(C)C)cc1,35,91.33,6.0,30,90.2865
358,COCCc1ccc(OCC(O)CNC(C)C)cc1,28,96.02,6.0,30,95.72971
359,COCCc1ccc(OCC(O)CNC(C)C)cc1,21,95.33,6.0,30,95.4727
360,COCCc1ccc(OCC(O)CNC(C)C)cc1,40,100.25,6.0,30,100.429924
361,COCCc1ccc(OCC(O)CNC(C)C)cc1,26,110.8,6.0,30,110.828415
362,COCCc1ccc(OCC(O)CNC(C)C)cc1,23,93.71,6.0,30,93.73244
363,COCCc1ccc(OCC(O)CNC(C)C)cc1,19,95.33,6.0,30,95.4727
364,COCCc1ccc(OCC(O)CNC(C)C)cc1,43,110.8,6.0,30,110.828415
365,COCCc1ccc(OCC(O)CNC(C)C)cc1,41,100.25,6.0,30,100.429924
366,COCCc1ccc(OCC(O)CNC(C)C)cc1,27,112.88,6.0,30,112.3208
367,COCCc1ccc(OCC(O)CNC(C)C)cc1,29,96.02,6.0,30,95.72971
368,COCCc1ccc(OCC(O)CNC(C)C)cc1,37,100.25,6.0,30,100.429924
369,COCCc1ccc(OCC(O)CNC(C)C)cc1,38,100.25,6.0,30,100.429924
370,COCCc1ccc(OCC(O)CNC(C)C)cc1,20,95.33,6.0,30,95.4727
371,NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,37,95.08,6.0,31,94.00568
372,NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,54,91.02,6.0,31,91.18489
373,NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,45,88.47,6.0,31,87.43083
374,NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,38,94.33,6.0,31,97.81763
375,NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,32,89.66,6.0,31,90.294106
376,NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,35,97.4,6.0,31,94.87225
377,NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,50,110.79,6.0,31,110.899025
378,NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,34,97.4,6.0,31,94.87225
379,NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,46,88.47,6.0,31,87.43083
380,NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,48,110.79,6.0,31,110.899025
381,NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,33,89.66,6.0,31,90.294106
382,NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,40,78.88,6.0,31,79.001816
383,NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,58,97.94,6.0,31,98.04999
384,NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,59,90.28,6.0,31,82.298256
385,NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,53,91.02,6.0,31,91.18489
386,NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,43,98.08,6.0,31,96.45969
387,NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,36,95.08,6.0,31,94.00568
388,NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,57,97.94,6.0,31,98.04999
389,NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,39,94.33,6.0,31,97.81763
390,NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,55,97.56,6.0,31,97.57073
391,NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,56,97.56,6.0,31,97.57073
392,NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,44,98.08,6.0,31,96.45969
393,CC(C)C[C@H](CN)CC(=O)O,18,97.73,6.0,32,98.1017
394,CC(C)C[C@H](CN)CC(=O)O,14,100.63,6.0,32,99.710205
395,CC(C)C[C@H](CN)CC(=O)O,10,100.63,6.0,32,99.710205
396,CC(C)C[C@H](CN)CC(=O)O,16,100.63,6.0,32,99.710205
397,CC(C)C[C@H](CN)CC(=O)O,12,100.63,6.0,32,99.710205
398,CC(C)C[C@H](CN)CC(=O)O,25,95.74,6.0,32,92.53634
399,CC(C)C[C@H](CN)CC(=O)O,24,95.74,6.0,32,92.53634
400,CC(C)C[C@H](CN)CC(=O)O,19,94.09,6.0,32,94.328674
401,CC(C)C[C@H](CN)CC(=O)O,15,100.63,6.0,32,99.710205
402,CC(C)C[C@H](CN)CC(=O)O,17,97.73,6.0,32,98.1017
403,CC(C)C[C@H](CN)CC(=O)O,13,94.37,6.0,32,94.82337
404,CC(C)C[C@H](CN)CC(=O)O,11,100.63,6.0,32,99.710205
405,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,32,91.17,6.0,33,91.63259
406,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,56,98.0,6.0,33,95.72958
407,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,53,97.66,6.0,33,97.508064
408,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,31,91.17,6.0,33,91.63259
409,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,42,111.56,6.0,33,110.76373
410,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,33,91.17,6.0,33,91.63259
411,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,43,110.81,6.0,33,110.90762
412,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,49,98.0,6.0,33,95.72958
413,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,45,110.81,6.0,33,110.90762
414,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,38,79.74,6.0,33,78.601456
415,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,40,87.57,6.0,33,86.4077
416,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,48,98.0,6.0,33,95.72958
417,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,46,111.56,6.0,33,110.76373
418,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,52,97.66,6.0,33,97.508064
419,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,47,96.81,6.0,33,95.54422
420,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,30,91.17,6.0,33,91.63259
421,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,39,87.57,6.0,33,86.4077
422,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,37,79.74,6.0,33,78.601456
423,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,57,98.0,6.0,33,95.72958
424,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,48,94.77,6.0,34,95.32666
425,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,35,95.44,6.0,34,97.0397
426,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,30,95.75,6.0,34,94.258446
427,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,38,81.99,6.0,34,84.755455
428,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,44,97.39,6.0,34,95.84773
429,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,53,98.42,6.0,34,99.6065
430,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,52,97.67,6.0,34,96.58848
431,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,42,90.68,6.0,34,91.14186
432,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,43,97.39,6.0,34,95.84773
433,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,51,97.67,6.0,34,96.58848
434,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,41,90.68,6.0,34,91.14186
435,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,40,110.9,6.0,34,110.94568
436,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,27,93.89,6.0,34,94.41322
437,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,33,96.47,6.0,34,97.28438
438,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,26,93.89,6.0,34,94.41322
439,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,28,93.89,6.0,34,94.41322
440,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,49,95.23,6.0,34,96.732216
441,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,50,95.23,6.0,34,96.732216
442,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,55,98.42,6.0,34,99.6065
443,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,31,95.75,6.0,34,94.258446
444,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,32,96.47,6.0,34,97.28438
445,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,54,98.42,6.0,34,99.6065
446,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,39,81.99,6.0,34,84.755455
447,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,29,87.13,6.0,34,90.54738
448,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,35,84.79,6.0,35,82.40939
449,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,31,93.12,6.0,35,92.580826
450,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,32,88.4,6.0,35,94.229866
451,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,28,115.24,6.0,35,115.28912
452,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,39,111.33,6.0,35,111.20125
453,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,33,97.92,6.0,35,96.86624
454,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,38,111.42,6.0,35,111.77043
455,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,25,88.99,6.0,35,89.24254
456,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,36,84.79,6.0,35,82.40939
457,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,37,112.78,6.0,35,111.49928
458,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,43,92.5,6.0,35,91.818985
459,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,26,88.99,6.0,35,89.24254
460,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,40,111.82,6.0,35,112.31562
461,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,34,97.92,6.0,35,96.86624
462,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,30,93.12,6.0,35,92.580826
463,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,27,88.99,6.0,35,89.24254
464,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,42,92.5,6.0,35,91.818985
465,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,41,92.5,6.0,35,91.818985
466,CCC1(c2ccccc2)C(=O)NCNC1=O,23,111.03,6.0,36,111.26874
467,CCC1(c2ccccc2)C(=O)NCNC1=O,17,99.39,6.0,36,100.02738
468,CCC1(c2ccccc2)C(=O)NCNC1=O,19,99.39,6.0,36,100.02738
469,CCC1(c2ccccc2)C(=O)NCNC1=O,25,111.03,6.0,36,111.26874
470,CCC1(c2ccccc2)C(=O)NCNC1=O,24,111.38,6.0,36,111.24501
471,CCC1(c2ccccc2)C(=O)NCNC1=O,26,110.92,6.0,36,111.42134
472,CCC1(c2ccccc2)C(=O)NCNC1=O,20,99.08,6.0,36,97.33225
473,CCC1(c2ccccc2)C(=O)NCNC1=O,21,99.08,6.0,36,97.33225
474,CCC1(c2ccccc2)C(=O)NCNC1=O,22,110.92,6.0,36,111.42134
475,CCC1(c2ccccc2)C(=O)NCNC1=O,18,99.39,6.0,36,100.02738
476,CCC1(c2ccccc2)C(=O)NCNC1=O,29,86.23,6.0,36,86.42163
477,CCC1(c2ccccc2)C(=O)NCNC1=O,28,86.23,6.0,36,86.42163
478,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,27,100.56,6.0,37,100.79681
479,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,29,111.0,6.0,37,110.57865
480,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,19,96.13,6.0,37,96.5016
481,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,25,100.56,6.0,37,100.79681
482,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,22,111.44,6.0,37,111.25459
483,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,26,100.56,6.0,37,100.79681
484,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,23,110.78,6.0,37,110.556366
485,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,20,96.13,6.0,37,96.5016
486,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,18,96.13,6.0,37,96.5016
487,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,30,111.56,6.0,37,111.67948
488,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,31,113.88,6.0,37,112.26448
489,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,21,110.29,6.0,37,113.03317
490,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,29,96.16,6.0,38,97.025696
491,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,33,95.27,6.0,38,97.25133
492,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,51,99.02,6.0,38,98.97764
493,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,53,99.02,6.0,38,98.97764
494,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,28,96.16,6.0,38,97.025696
495,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,34,98.23,6.0,38,96.24268
496,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,26,131.4,6.0,38,131.19963
497,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,43,82.45,6.0,38,86.06006
498,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,42,97.21,6.0,38,97.319405
499,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,48,97.41,6.0,38,96.50804
500,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,35,98.23,6.0,38,96.24268
501,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,40,91.32,6.0,38,92.06698
502,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,52,99.02,6.0,38,98.97764
503,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,44,95.78,6.0,38,96.68426
504,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,39,91.32,6.0,38,92.06698
505,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,38,111.01,6.0,38,111.89334
506,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,41,97.21,6.0,38,97.319405
507,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,47,97.41,6.0,38,96.50804
508,CC[C@@H](C(N)=O)N1CCCC1=O,16,97.29,6.0,39,96.93555
509,CC[C@@H](C(N)=O)N1CCCC1=O,24,93.45,6.0,39,93.71576
510,CC[C@@H](C(N)=O)N1CCCC1=O,13,99.47,6.0,39,99.91326
511,CC[C@@H](C(N)=O)N1CCCC1=O,17,90.82,6.0,39,87.93817
512,CC[C@@H](C(N)=O)N1CCCC1=O,25,93.45,6.0,39,93.71576
